index	filename	sha256	verdict	slot_guess	proposed_art_id	reason
217	ChatGPT Image Jul 14, 2026, 12_20_08 AM (1).png	3e2f042cc94a59a9936caabde5b5219c0c14e00413ef7c2309dd2fd5f262ef47	promote	spear	salvage_spear_217	Promote: clean full-length spear is complete tip-to-butt with a simple credible head joint.
218	ChatGPT Image Jul 14, 2026, 12_20_10 AM (2).png	fdeabc94fe69afe35a749cd7e194ca160f7b6607540bf086b990ad2a39306358	review	shield		Review: tall planked shield is complete, but heavy cross-strapping and dense rivets risk a medieval or Viking read.
219	ChatGPT Image Jul 14, 2026, 12_20_10 AM (3).png	32b39f26714392e7c3f175f14c4a5107d8cf87824be254349ce00bd3b5424be2	reject	gorget_or_amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
220	ChatGPT Image Jul 14, 2026, 12_20_10 AM (4).png	9d83a3cc94a401eddd1c5bb2840b11a93b5587b035b69b3725356f25325c423d	review	amulet		Review: scarab pendant is explicitly ancient in reference language, but its circular winged face conflicts with the radial motif rule.
221	ChatGPT Image Jul 14, 2026, 12_20_11 AM (5).png	ccf4fffba7bf4e52fc267a3faf5e66b7243349d7bb733246c09f8855a3144026	review	body_armor		Review: torso defense has a plausible ancient silhouette, but integrated skirt and high finish need chronology/tier screening.
222	ChatGPT Image Jul 14, 2026, 12_20_11 AM (6).png	b967e5d7f629276d6a2d045f6cf86b9127c377d1d007860a16c22d7611821a05	reject	gorget_or_outer_layer		Reject: shingled, overmatched, collar-like, or medieval costume construction fails the broad continuous ancient outer-layer rule.
223	ChatGPT Image Jul 14, 2026, 12_20_11 AM (7).png	9b9e0b8c16e7681ff7a36349f53e8af00055d62a946fba9db44c857cd62df40d	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
224	ChatGPT Image Jul 14, 2026, 12_20_12 AM (8).png	801d38fd4623b5dfd8ba276fcd9f166900ff308e7562fae52357e57a6d06ee88	reject	ring		Reject: radial/solar bezel or dense fantasy ornament conflicts with the restrained ancient base-item motif policy.
225	ChatGPT Image Jul 14, 2026, 12_20_12 AM (9).png	a0784534ea4fd8b9cbe21396d5c9d5f03b25a59db7a31c547f32e31e37339252	review	gloves		Review: paired metal forearm shells are complete, but dense blue inlay and repeated bosses make them unique-tier.
226	ChatGPT Image Jul 14, 2026, 12_20_13 AM (10).png	27e54fd59dc375e9c8cfa798c17bca3e8b996d1c7899b58dab85726eb38e9209	review	boots		Review: paired sandals are plausible, but standardized sole and cuff construction require a modern-manufacturing check.
227	ChatGPT Image Jul 14, 2026, 12_44_02 AM (1).png	fb60788a0476c7b2fc1c696ef6426dd086fb05aa62eea48ba6aa0d27ac70f27f	reject	axe_or_polearm		Reject: medieval crossguard, fantasy machining, or post-ancient weapon silhouette.
228	ChatGPT Image Jul 14, 2026, 12_44_02 AM (2).png	ca5b6978edfa0647001e25b6ab5a57ca3e34d57939f8b3e35ee9662166efd969	reject	war_call_or_impact		Reject: overbuilt fantasy/medieval prop, unclear functional head, or weak slot readability.
229	ChatGPT Image Jul 14, 2026, 12_44_02 AM (3).png	07f29cc39ee95cf244fc9fe72c668b70076375c4c184e2fe874fb1e039dcd47b	reject	belt_or_amulet		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
230	ChatGPT Image Jul 14, 2026, 12_44_03 AM (4).png	fb14fde1bd8f112606b1d4cafc1dd1610b678969eddf4bab916cf7e59e45562c	review	amulet		Review: amber pendant is clear and isolated, but large polished stone and metal cage are unique-tier rather than a generic base.
231	ChatGPT Image Jul 14, 2026, 12_44_03 AM (5).png	ff87fe78709798ca6a957032e02f392680dd2544ef6d4ab8fb529a170e6af304	reject	body_armor		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
232	ChatGPT Image Jul 14, 2026, 12_44_03 AM (6).png	c82c3d1124ba90bc0939f2ec8cae7cfc7918cff01ec1c6db9437d70cc3148355	reject	outer_layer		Reject: shingled, overmatched, collar-like, or medieval costume construction fails the broad continuous ancient outer-layer rule.
233	ChatGPT Image Jul 14, 2026, 12_44_03 AM (7).png	b01f46d2945c944fd365f8470acc0d22ccca2d37766e205d7a508105b327f064	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
234	ChatGPT Image Jul 14, 2026, 12_44_05 AM (10).png	d0985437159a6d5415dbfbb4a6388b49d8863bb493ec6f4dc9549a06fbc385fc	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
235	ChatGPT Image Jul 14, 2026, 12_44_05 AM (8).png	2207de73b473f76692f83fc6eb3d23cc71d2b51655b2bad4a177ba7f96c64080	review	ring		Review: compact amber ring is readable, but dense scrollwork and large cabochon need unique-tier screening.
236	ChatGPT Image Jul 14, 2026, 12_44_05 AM (9).png	30c40aa60220a247b3e4ccc58050759d0e8802f169863f5e79276127b4d67bf6	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
237	ChatGPT Image Jul 14, 2026, 12_49_24 AM (1).png	b462d7b39945f76b0131256cb7c2e440a1e8354785979c99169f3002b237b37e	review	spear		Review: full-length polearm framing is strong, but the large glaive-like blade and decorated shaft risk post-ancient weapon language.
238	ChatGPT Image Jul 14, 2026, 12_49_26 AM (2).png	ac75b12308a8aff35e794be6016bde6339dfe83b93242de26700205a8ac246ac	reject	short_blade		Reject: medieval crossguard, fantasy machining, or post-ancient weapon silhouette.
239	ChatGPT Image Jul 14, 2026, 12_49_26 AM (3).png	86c0e18465be20e5b3ca87d53c9f7f6ba9518d7e0ff7e54d8a74496ef889ad27	reject	headgear		Reject: medieval/fantasy crest, crown, or structurally incoherent helmet treatment exceeds the ancient ceiling.
240	ChatGPT Image Jul 14, 2026, 12_49_27 AM (4).png	4799ba76b934a380077d5ab2bb2708765eb4d5d408d3a97ac781d48c2fe265af	reject	amulet		Reject: radial/solar face, excessive danglers, collar scale, or fantasy jewelry treatment fails compact amulet hygiene.
241	ChatGPT Image Jul 14, 2026, 12_49_27 AM (5).png	f81395eb8d0436144bbd95f9a054da73dec6b5fa9611bb3f7cfde7bf3303bcf6	reject	armor_outfit		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
242	ChatGPT Image Jul 14, 2026, 12_49_27 AM (6).png	abb832881d487dc856c48681f10c2f0f2cd4a559c1e4a6902de535a75df88dc7	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
243	ChatGPT Image Jul 14, 2026, 12_49_27 AM (7).png	d5d4b79549d230e37ea021ed443a5ae5c3974c9d3be8eb42c1acb0e5f4f1e184	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
244	ChatGPT Image Jul 14, 2026, 12_49_28 AM (10).png	2a4c215683517696ef653ee31e4878d59a74bc6f95ffea264a410631275d5457	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
245	ChatGPT Image Jul 14, 2026, 12_49_28 AM (8).png	bc7899c412e5e15d8a9b28d7b11ee54448d6a7e11433e69b6dee9fc1b794c7bc	reject	ring		Reject: radial/solar bezel or dense fantasy ornament conflicts with the restrained ancient base-item motif policy.
246	ChatGPT Image Jul 14, 2026, 12_49_28 AM (9).png	a24262ffb8a5e54925c75e7c09b54416f0f81181c047e1ada61b5b76c9ffb0bb	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
247	ChatGPT Image Jul 14, 2026, 12_53_51 AM (1).png	6fc5b33142a50e0ff863bfa01be551e456e1416cff833855692261ab9041b6d7	reject	impact		Reject: overbuilt fantasy/medieval prop, unclear functional head, or weak slot readability.
248	ChatGPT Image Jul 14, 2026, 12_53_51 AM (2).png	cea31c187d0318137b7ceaab6e476319d0f2edd0fd0529972474792aa5d700da	review	shield		Review: complete wood shield is structurally clear, but heavy iron cross-strapping risks a medieval/Viking read.
249	ChatGPT Image Jul 14, 2026, 12_53_52 AM (3).png	8d8de643be6d0fb17c320cadde44029784cff67515837323cdc09aa320d3c8f9	reject	helmet		Reject: medieval/fantasy crest, crown, or structurally incoherent helmet treatment exceeds the ancient ceiling.
250	ChatGPT Image Jul 14, 2026, 12_53_52 AM (4).png	32f44b6ec7439e9e4bc2eeace9b928417eb40993117a5d5b7d1bf945c6359ddc	reject	attendant_or_ritual		Reject: modern case/luggage or Gothic/fantasy apparatus lacks a clean ancient auxiliary construction.
251	ChatGPT Image Jul 14, 2026, 12_53_52 AM (5).png	4b5c2d14f15083cd91456487f77e01274524f7f07a43f325a6e2770d8fb4732a	reject	armor_set		Reject: costume/medieval silhouette, anatomical shaping, mixed outfit pieces, or implausible armor assembly prevents direct use.
252	ChatGPT Image Jul 14, 2026, 12_53_53 AM (6).png	57a593c99aaf9613a5b96f4e616e17b6b22d257d9a8b00cf795b278417ffdc2f	reject	outer_layer_or_shoulder_armor		Reject: shingled, overmatched, collar-like, or medieval costume construction fails the broad continuous ancient outer-layer rule.
253	ChatGPT Image Jul 14, 2026, 12_53_53 AM (7).png	0fc2e5c020743d78d6086b27aaad5a9029e3ef98fab847193ef51c6bab86be06	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
254	ChatGPT Image Jul 14, 2026, 12_53_53 AM (8).png	eae30b799239e7cd2a556773e6fb9666d2d47310d7813ff8cb225472c32b5801	reject	ring		Reject: radial/solar bezel or dense fantasy ornament conflicts with the restrained ancient base-item motif policy.
255	ChatGPT Image Jul 14, 2026, 12_53_53 AM (9).png	5ae87646c660e63931ac943dfa6a06434452c8489e7c6af8b7c679e9a672867d	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
256	ChatGPT Image Jul 14, 2026, 12_53_54 AM (10).png	6d6de0d05135ccac26aeb759557efe92bf51058fcf2b777b78675bb550e7761b	reject	boots		Reject: developed lasted footwear, built sole/heel, standardized paneling, or plate treatment reads medieval or modern.
257	bc075dca-c011-4f73-a7b5-7440bf564e6c.png	9e654fac97ff45ff2976cbc93d00502ebef49820387b47ccadca287a4ecf3dd2	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
258	bfec6619-bb7f-4dda-8960-e197f9d03c93.png	21c02b321662ce08971df064a0446d0a105b0b5a6ad695ad695504c8b0965f39	reject	belt		Reject: radial centerpiece, dangling costume clutter, modern hardware, or non-shallow silhouette fails the 2x1 belt lane.
259	c44adcdb-476f-4fb8-9c25-41da2b21d719.png	2edf5335d6dd5dea3d8399ea173f1c33cb38b9deceb5a4ec4801901f95d34157	reject	contact_sheet		Reject: multi-item contact sheet, not one isolated inventory deliverable.
260	fa054d32-d8e4-4498-bde3-3281247fd37b.png	04252103e912e72751eb78b18cf0d79afa1b4e09e7183d4e8955e24b9d698f81	reject	gloves		Reject: fingered glove or plated gauntlet uses medieval/modern articulation, factory-like patterning, or pasted hard parts.
